MOVIE_EARNINGS_RANK;MOVIE_GENRE;MOVIE_NAME;MOVIE_RATING;MOVIE_RUNTIME;MOVIE_YEAR;PERSON_DOB;PERSON_NAME;PERSON_POB;MID;REV
68;AYT;Batman;PG-13;126;1989;1924-07-19;Pat Hingle;Denver, Colorado, USA;d9e6a7ae2363d6cfe81af75a392724df;1-836a3e035a76930b4f13ac8506863e7f
131;VNCF;Ice Age: The Meltdown;PG;91;2006;1976-10-03;Seann William Scott;Cottage Grove, Minnesota, USA;d9e6a7ae2363d6cfe81af75a3933cb9c;1-46e3d7e9d397107abde73eb63325c512
64;D;The Blind Side;PG-13;129;2009;1984-08-15;Quinton Aaron;Bronx, New York City, New York, USA;d9e6a7ae2363d6cfe81af75a392afe2d;1-b9dbc7fa9bac47107ef5f3c541d3c62b
24;AVST;Spider-Man 3;PG-13;140;2007;1982-04-30;Kirsten Dunst;Point Pleasant, New Jersey, USA;d9e6a7ae2363d6cfe81af75a3917d41c;1-69492e4ccdc40f88eb0d4ba8a5f5b600
113;CR;Wedding Crashers;R;119;2005;1976-10-07;Rachel McAdams;London, Ontario, Canada;d9e6a7ae2363d6cfe81af75a392b221a;1-6a2b5202d4972ba6b7c0fe51575b2e01
42;DYR;New Moon;PG-13;130;2009;1990-04-09;Kristen Stewart;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a39182c6b;1-96b24145e9138b842f4691b7858d9e51
183;DHM;Beautiful Mind, A;PG-13;135;2001;1971-05-27;Paul Bettany;London, England, UK;d9e6a7ae2363d6cfe81af75a3927ed40;1-5c1b0bd728d82d6b140839c672d78abb
73;NCF;Cars;G;124;2006;1963-02-17;Larry The Cable Guy;Pawnee City, Nebraska, USA;d9e6a7ae2363d6cfe81af75a3918ba5d;1-d39d17626e7723a18d85fe2f6c7bd370
195;HT;Hannibal;R;131;2001;1955-12-18;Ray Liotta;Newark, New Jersey, USA;d9e6a7ae2363d6cfe81af75a392bcc28;1-1b0139a9fba6f37c3c40fe16f0f76a86
179;AST;Matrix, The;R;136;1999;1961-07-30;Laurence Fishburne;Augusta, Georgia, USA;d9e6a7ae2363d6cfe81af75a3918f7bd;1-c3fa260919f46806aa2d47b870fb1e70
171;VC;Crocodile Dundee;PG-13;98;1986;1939-10-08;Paul Hogan;Lightning Ridge, New South Wales, Australia;d9e6a7ae2363d6cfe81af75a39283448;1-4bf576355914a67052c545f1ae7ad640
109;VCS;Back to the Future;PG;111;1985;1961-05-31;Lea Thompson;Rochester, Minnesota, USA;d9e6a7ae2363d6cfe81af75a39193ff7;1-100bbcd29504de46b3e0d87cec2c5d42
1;AVYS;Avatar;PG-13;162;2009;1952-07-11;Stephen Lang;New York City, New York, USA;d9e6a7ae2363d6cfe81af75a39361132;1-d8b4b16c68bb900d86d2489f4b1690e8
67;NCF;Despicable Me;PG;95;2010;1962-08-16;Steve Carell;Concord, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a39365397;1-56e61a4cdc4c45ee8718ec71db747d05
43;VDYM;Harry Potter and the Deathly Hallows: Part 1;PG-13;146;2010;1947-07-31;Richard Griffiths;Thornaby-on-Tees, Cleveland, England, UK;d9e6a7ae2363d6cfe81af75a392d917a;1-aad29266bdf5869daf1075ec0272c87c
71;VFY;Harry Potter and the Prisoner of Azkaban;PG;141;2004;1947-07-31;Richard Griffiths;Thornaby-on-Tees, Cleveland, England, UK;d9e6a7ae2363d6cfe81af75a392d930d;1-145d630a25c35022ae836c7fe883e505
70;ACS;Men in Black;PG-13;98;1997;1960-03-09;Linda Fiorentino;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a391af2f4;1-8b84e4b6da57e83d2287299deb9c489f
137;AD;Gladiator;R;155;2000;1930-10-01;Richard Harris;Limerick, Ireland;d9e6a7ae2363d6cfe81af75a392da9ef;1-f8712892082889ec6b7b33859998be0d
150;CLR;Grease;PG;110;1978;1944-02-13;Stockard Channing;New York, New York, USA;d9e6a7ae2363d6cfe81af75a3936adac;1-b57f571429b1fed998d55d378e07298b
31;VFY;Harry Potter and the Sorcerer's Stone;PG;152;2001;1930-10-01;Richard Harris;Limerick, Ireland;d9e6a7ae2363d6cfe81af75a392db1fb;1-e1ec5974603d2d879b480adb9642c21b
114;AVMT;Sherlock Holmes;PG-13;128;2009;1965-04-04;Robert Downey Jr.;New York, New York, USA;d9e6a7ae2363d6cfe81af75a392eddc0;1-291a7dd968e5f7261b3872be1a73807c
199;DFL;Sound of Music, The;G;174;1965;1905-03-10;Richard Haydn;London, England, UK;d9e6a7ae2363d6cfe81af75a392db787;1-88b2af571354333fc3a6bf9ac3151b04
30;AVDST;Iron Man;PG-13;126;2008;1965-04-04;Robert Downey Jr.;New York, New York, USA;d9e6a7ae2363d6cfe81af75a392ee5e3;1-c5cb2dd70c03f6ce5685fa0f6a5d1855
3;A;The Avengers;PG-13;143;2012;1965-04-04;Robert Downey Jr.;New York, New York, USA;d9e6a7ae2363d6cfe81af75a392ef3bc;1-f47a7023ab42eeffdd77f6e82e590bc2
53;V;The Twilight Saga: Breaking Dawn - Part 1;PG-13;117;2011;1992-02-11;Taylor Lautner;Grand Rapids, Michigan, USA;d9e6a7ae2363d6cfe81af75a3937517e;1-7de4f85fe892cf386a4723eba7fa582b
22;AVY;Lord of the Rings: The Two Towers, The;PG-13;179;2002;1977-07-01;Liv Tyler;Portland, Maine, USA;d9e6a7ae2363d6cfe81af75a391b9282;1-43439e6e0632e8fff48672b3183a4ed5
30;AVDST;Iron Man;PG-13;126;2008;1969-03-11;Terrence Howard;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a3937b9bf;1-d68e6caf2d7eaede228c0b9ef5c01679
191;C;Meet the Parents;PG-13;108;2000;1943-08-17;Robert De Niro;New York, New York, USA;d9e6a7ae2363d6cfe81af75a392eb46e;1-419d711e2959f37b90496e38df113477
138;A;Sherlock Holmes: A Game of Shadows;PG-13;129;2011;1965-04-04;Robert Downey Jr.;New York, New York, USA;d9e6a7ae2363d6cfe81af75a392ecea4;1-37f9dfe5756770740c883319ec13c539
109;VCS;Back to the Future;PG;111;1985;1959-04-15;Thomas F. Wilson;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a39381115;1-14b66ac22606e43a30c5f4da2edd43af
119;ADST;Terminator 2: Judgment Day;R;137;1991;1958-11-05;Robert Patrick;Marietta, Georgia, USA;d9e6a7ae2363d6cfe81af75a392f7844;1-a4311551bebebeb5718c0c4602e3ed42
188;AVC;Wild Hogs;PG-13;100;2007;1953-06-13;Tim Allen;Denver, Colorado, USA;d9e6a7ae2363d6cfe81af75a3938b5ba;1-eb74c2727786fe5bc0d17deaca86ba8e
41;DYR;The Twilight Saga: Eclipse;PG-13;124;2010;1986-05-13;Robert Pattinson;London, England, UK;d9e6a7ae2363d6cfe81af75a392f8586;1-5c01a45c35e71beb00fc890b062838d3
72;NCFY;Toy Story 2;G;92;1999;1953-06-13;Tim Allen;Denver, Colorado, USA;d9e6a7ae2363d6cfe81af75a3938c8bb;1-f8bf91a21a46d2e262903e8232dc6ce5
147;CYR;What Women Want;PG-13;127;2000;1964-12-04;Marisa Tomei;Brooklyn, New York, USA;d9e6a7ae2363d6cfe81af75a391dd3ed;1-15ead8a0b8fc661a9b248392a9960e1c
42;DYR;New Moon;PG-13;130;2009;1986-05-13;Robert Pattinson;London, England, UK;d9e6a7ae2363d6cfe81af75a392f864d;1-b5d95f8f1e2e1974b44de0842fc05ca1
101;C;Ted;R;106;2012;1971-06-05;Mark Wahlberg;Dorchester, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a391e28db;1-ec53907f318e0d9e45c3b3a88e73a1f7
154;AS;Planet of the Apes;PG-13;119;2001;1961-05-14;Tim Roth;London, England, UK;d9e6a7ae2363d6cfe81af75a39391929;1-0619e56bf25023fe43a618eb19effafb
61;VHT;Jaws;PG;124;1975;1927-08-09;Robert Shaw;Westhoughton, Lancashire, England, UK;d9e6a7ae2363d6cfe81af75a392fc39c;1-bbbdf614dcd530694f227193b497f71b
13;AYST;Spider-Man;PG-13;121;2002;1975-06-27;Tobey Maguire;Santa Monica, California, USA;d9e6a7ae2363d6cfe81af75a393950fa;1-29f71068fdbe78434aef05c9f48a4bc7
153;AVT;Mission: Impossible;PG-13;110;1996;1962-07-03;Tom Cruise;Syracuse, New York, USA;d9e6a7ae2363d6cfe81af75a39398b9b;1-42bbd9b78dca9294c21958a2c97b21ab
196;DT;Catch Me If You Can;PG-13;141;2002;1940-08-03;Martin Sheen;Dayton, Ohio, USA;d9e6a7ae2363d6cfe81af75a391eac32;1-6f9c48adf37987b1d644dbb8e3db3400
117;AC;Austin Powers: The Spy Who Shagged Me;PG-13;95;1999;1930-02-10;Robert Wagner;Detroit, Michigan, USA;d9e6a7ae2363d6cfe81af75a3930129c;1-582ebb8b30df36fc1c3b90e019e27fdd
164;ADST;Rise of the Planet of the Apes;PG-13;105;2011;1987-09-22;Tom Felton;Kensington, London, England, UK;d9e6a7ae2363d6cfe81af75a3939f5c3;1-1e06b98181e1c3bb2976a2933b6215ff
99;NCFYL;Aladdin;G;90;1992;1952-07-21;Robin Williams;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a39304ba6;1-228b191ef1aaefd112bd70050593c42d
177;D;Apollo 13;PG;140;1995;1956-07-09;Tom Hanks;Concord, California, USA;d9e6a7ae2363d6cfe81af75a393a50fa;1-2e16f8642a2ab5e423224524414a10ba
38;AS;Independence Day;PG-13;145;1996;1952-04-28;Mary McDonnell;Wilkes-Barre, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a391f2b0d;1-a2597f1fe9ce9dba26430d5061e54e8c
47;ADFY;Harry Potter and the Order of the Phoenix;PG-13;138;2007;1988-08-24;Rupert Grint;Hertfordshire, England, UK;d9e6a7ae2363d6cfe81af75a3931f0bd;1-30d075e0916b71e476e9d16bf9bdeac5
197;CDR;The Proposal;PG-13;108;2009;1953-02-08;Mary Steenburgen;Newport, Arkansas, USA;d9e6a7ae2363d6cfe81af75a391f3866;1-ca23213110cc6c03e32c11bdb9232150
67;NCF;Despicable Me;PG;95;2010;1975-06-04;Russell Brand;Grays, Essex, England, UK;d9e6a7ae2363d6cfe81af75a39321c85;1-bc344d4fde988d901f026daf200a8452
187;AVT;Quantum of Solace;PG-13;106;2008;1965-10-25;Mathieu Amalric;Neuilly-sur-Seine, Hauts-de-Seine, France;d9e6a7ae2363d6cfe81af75a391f5d98;1-356ee403afdb2a5696233d30a848e5db
137;AD;Gladiator;R;155;2000;1964-04-07;Russell Crowe;Wellington, North Island, New Zealand;d9e6a7ae2363d6cfe81af75a39322b1f;1-bc0056be6f3f100f1a1e74e2a943d5cc
87;DHST;Signs;PG-13;106;2002;1989-07-21;Rory Culkin;New York City, New York, USA;d9e6a7ae2363d6cfe81af75a3931641f;1-b0504dc655be6a62f1186d5527eee65c
143;AVYRT;Batman Forever;PG-13;122;1995;1946-09-15;Tommy Lee Jones;San Saba, Texas, USA;d9e6a7ae2363d6cfe81af75a393abb7f;1-e1782f4d2c57eae9638abcf8426598bf
136;ACS;Men in Black II;PG-13;88;2002;1979-05-09;Rosario Dawson;New York, New York, USA;d9e6a7ae2363d6cfe81af75a39316d12;1-ffda700d84e60b6f7afb6d8ca349a211
157;AV;Indiana Jones and the Temple of Doom;PG;118;1984;1942-08-17;Roshan Seth;New Delhi, British India (now India);d9e6a7ae2363d6cfe81af75a3931a198;1-866e7aae6857a43560f9604ea18a47d7
144;AMT;Fugitive, The;PG-13;130;1993;1946-09-15;Tommy Lee Jones;San Saba, Texas, USA;d9e6a7ae2363d6cfe81af75a393abbfa;1-9d16f48a8fc86630cbcf6a0b19b822c9
197;CDR;The Proposal;PG-13;108;2009;1976-10-23;Ryan Reynolds;Vancouver, British Columbia, Canada;d9e6a7ae2363d6cfe81af75a393263e7;1-453c9dbbee7c877ab6da858ff2b8cd96
44;DMT;Sixth Sense, The;PG-13;107;1999;1972-11-01;Toni Collette;Sydney, New South Wales, Australia;d9e6a7ae2363d6cfe81af75a393b201e;1-f61943406492095215fb5628d9c10a1b
21;AVS;Transformers: Dark of the Moon;PG-13;157;2011;1987-04-18;Rosie Huntington-Whiteley;Plymouth, Devon, England, UK;d9e6a7ae2363d6cfe81af75a3931aa27;1-63b8432c48ff0daaf818108d81a20e24
33;AVY;Lord of the Rings: The Fellowship of the Ring, The;PG-13;178;2001;1976-09-22;Sala Baker;Wellington, New Zealand;d9e6a7ae2363d6cfe81af75a39328081;1-85900d72ace6f5c767fa632ccfdc8563
24;AVST;Spider-Man 3;PG-13;140;2007;1978-07-12;Topher Grace;New York, New York, USA;d9e6a7ae2363d6cfe81af75a393b474d;1-5ddffdb8288c2dab7cbb895cbdddd27c
151;AVHST;Jurassic Park III;PG-13;92;2001;1986-11-26;Trevor Morgan;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a393b6027;1-22b645d576bd7c9d22a9f296128dd562
94;CD;Mrs. Doubtfire;PG-13;125;1993;1946-11-06;Sally Field;Pasadena, California, USA;d9e6a7ae2363d6cfe81af75a39329179;1-bdec3c135a2f678daf1a03152840b3ab
14;AVS;Transformers: Revenge of the Fallen;PG-13;150;2009;1978-12-30;Tyrese Gibson;Watts Quarters, Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a393b7b5a;1-9c62c4b5ee4ae8b47a4afa55ba96127a
40;AVFYMR;Harry Potter and the Half-Blood Prince;PG;153;2009;1988-08-24;Rupert Grint;Hertfordshire, England, UK;d9e6a7ae2363d6cfe81af75a39320b1f;1-3e81869fce577c1341230841f1bf6612
175;CD;Rain Man;R;133;1988;1966-10-22;Valeria Golino;Naples, Campania, Italy;d9e6a7ae2363d6cfe81af75a393bc4e7;1-91dd24f6630482d082ab9721969a4085
158;A;Men in Black 3;PG-13;106;2012;1946-09-15;Tommy Lee Jones;San Saba, Texas, USA;d9e6a7ae2363d6cfe81af75a393af55f;1-0fa86495df01d8cd4ef4f5062369fb15
186;C;Bridesmaids;R;125;2011;1970-08-26;Melissa McCarthy;Plainfield, Illinois, USA;d9e6a7ae2363d6cfe81af75a3920de07;1-ff1b7d6b22db687fb9928d9b837c8d28
22;AVY;Lord of the Rings: The Two Towers, The;PG-13;179;2002;1958-10-20;Viggo Mortensen;Manhattan, New York, USA;d9e6a7ae2363d6cfe81af75a393c62a0;1-18d2d816f58e05fc5254a3806a83a953
140;ACRT;Mr. & Mrs. Smith;PG-13;120;2005;1970-03-28;Vince Vaughn;Minneapolis, Minnesota, USA;d9e6a7ae2363d6cfe81af75a393c913c;1-1b76469e67df0d4e68f06f1da8fc349f
70;ACS;Men in Black;PG-13;98;1997;1959-06-30;Vincent D'Onofrio;Brooklyn, New York, USA;d9e6a7ae2363d6cfe81af75a393cb147;1-1a7a46e92eca9584d2e04e33855f0d33
176;ADT;Air Force One;R;124;1997;1956-05-09;Wendy Crewson;Hamilton, Ontario, Canada;d9e6a7ae2363d6cfe81af75a393e48ea;1-9f50141e927e240f3cb49afdf962d701
110;ADW;300;R;117;2006;1965-05-16;Vincent Regan;Swansea, Wales, UK;d9e6a7ae2363d6cfe81af75a393ccc6d;1-a64dc0d8c15a85cc36c1bd71d4d8bad0
103;AT;Mission: Impossible II;PG-13;123;2000;1959-05-12;Ving Rhames;New York, New York, USA;d9e6a7ae2363d6cfe81af75a393cda56;1-c6d1906c629fb20f0a5b24f31afb5654
25;VFY;Alice in Wonderland;PG;108;2010;1989-10-14;Mia Wasikowska;Canberra, Australia;d9e6a7ae2363d6cfe81af75a39214a5a;1-f96ee88519aa9e3734c27918d364b1e9
156;AYST;X-Men Origins: Wolverine;PG-13;107;2009;1975-03-15;Will i Am;Los Angeles, California, U.S.A;d9e6a7ae2363d6cfe81af75a393eee6b;1-6ca54adfa3bbb1fd83643947e676980b
117;AC;Austin Powers: The Spy Who Shagged Me;PG-13;95;1999;1942-03-27;Michael York;Fulmer, Buckinghamshire, England, UK;d9e6a7ae2363d6cfe81af75a39226932;1-f6610aab82481b6128dc6e22a36f453a
160;CR;Hitch;PG-13;118;2005;1968-09-25;Will Smith;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a393efdad;1-2033c9a9ed54489360664bd4ea89ae05
158;A;Men in Black 3;PG-13;106;2012;1968-09-25;Will Smith;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a393f2837;1-2dc8ead94f0a4dfc1e4d8e614dcb30dc
;D;Chariots of Fire;PG;123;1981;1951-10-16;Daniel Gerroll;London, England, UK;70f6284d2a395396dbb3a60b4cf2d20e;1-67383f418a88d3be96b069a3d22b171b
;DR;Accidental Tourist, The;PG;121;1988;1950-04-15;Amy Wright;;70f6284d2a395396dbb3a60b4ce478da;1-2857ff394b1694d0fcaebed403404573
;DR;Year of Living Dangerously, The;PG;117;1982;1953-11-20;Bembol Roco;;70f6284d2a395396dbb3a60b4ce7da1c;1-2f0cfb7b7dd3a3bcc206cd2d2765f8ad
;DHT;Fatal Attraction;R;123;1987;1980-07-26;Ellen Hamilton Latzen;;70f6284d2a395396dbb3a60b4cfa5c71;1-2c0af9c40e6ddc8c24307b82df7db6bd
;ADT;Ransom;R;121;1996;1986-06-20;Brawley Nolte;;70f6284d2a395396dbb3a60b4cead353;1-353fe4a5516bb71c50152c7423282db4
;D;Alice Doesn't Live Here Anymore;PG;112;1974;1935-01-01;Billy Green Bush;;70f6284d2a395396dbb3a60b4cea34e7;1-82448e122670ca352b094246f972317c
;D;Trip to Bountiful, The;PG;108;1985;1940-02-19;Carlin Glynn;;70f6284d2a395396dbb3a60b4cecef88;1-dd93d2d2f77360b55c2c74245d2da50f
;DT;The Constant Gardener;R;129;2005;1970-12-30;Hubert Kounde;;d9e6a7ae2363d6cfe81af75a3904f860;1-279a8273c01a46e5c6b3cb1963e53d5d
;D;Subject Was Roses, The;G;107;1968;1916-12-13;Don Saxon;;70f6284d2a395396dbb3a60b4cf66d07;1-2fb7cedcd6716d4d12d7c12efb9730d6
;D;Girl, Interrupted;R;127;1999;1983-01-01;Elisabeth Moss;;70f6284d2a395396dbb3a60b4cf9da76;1-542cb214e702689740482c106a45529a
;CDR;Roman Holiday;;118;1953;1894-03-14;Hartley Power;New York, New York, USA;d9e6a7ae2363d6cfe81af75a3902a8ec;1-6b697f897d86cf09ccc6160888ba7b69
;ADRE;Stagecoach;;96;1939;1910-03-08;Claire Trevor;New York, New York, USA;70f6284d2a395396dbb3a60b4cf11343;1-bf1866de115fe4d7191a0fdaa391a7af
;ADRW;Wings;;139;1927;1905-07-29;Clara Bow;Brooklyn, New York, USA;70f6284d2a395396dbb3a60b4cf1206b;1-08c3a794b4d8e704eadcf810e2343ccb
;CD;Lilies of the Field;;94;1963;1930-09-15;Isa Crino;New York, New York, USA;d9e6a7ae2363d6cfe81af75a39065e7a;1-12fb1e3aeb630630f0c64fca8863d8f4
;VD;Mutiny on the Bounty;;132;1935;1901-02-01;Clark Gable;Cadiz, Ohio, USA;70f6284d2a395396dbb3a60b4cf12a66;1-d1299f5c5a3c36afade05637e11f7739
;DMR;Mildred Pierce;;111;1945;1910-10-27;Jack Carson;Carman, Manitoba, Canada;d9e6a7ae2363d6cfe81af75a3906a84a;1-50ca839a779b6145c09b7d93984aa45d
;CDR;Apartment, The;;125;1960;1925-02-08;Jack Lemmon;Newton, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a3906fef1;1-83980ec845732acc66b3657453160dba
;CR;Awful Truth, The;;91;1937;1908-08-10;Alexander D'Arcy;Cairo, Egypt;70f6284d2a395396dbb3a60b4ce3602a;1-a2e0f88e2571f07cedeef6c58d9cb705
;D;Life of Emile Zola, The;;116;1937;1880-07-27;Donald Crisp;Bow, London, England, UK;70f6284d2a395396dbb3a60b4cf69f59;1-1df2feb7e30107aa29c4705bb9a37c81
;CDR;Marty;;91;1955;1917-01-24;Ernest Borgnine;Hamden, Connecticut, USA;70f6284d2a395396dbb3a60b4cfb35a7;1-d314d118eeb3b49e25b6706aee61e68e
;CDR;Marty;;91;1955;1888-03-18;Esther Minciotti;Italy;70f6284d2a395396dbb3a60b4cfb6924;1-c29a38bc30e90ded303964d4e427639f
;D;None But the Lonely Heart;;113;1944;1879-08-15;Ethel Barrymore;Philadelphia, Pennsylvania, USA;70f6284d2a395396dbb3a60b4cfb87f8;1-4bafe38f0cd1b334452aebe37751dc80
;D;Room at the Top;;115;1959;1902-04-20;Donald Wolfit;Newark-on-Trent, Nottinghamshire, England, UK;70f6284d2a395396dbb3a60b4cf6bce6;1-97058f7d0c61712c3c880c6a185c4009
;D;Grapes of Wrath, The;;128;1940;1915-12-27;Dorris Bowdon;Coldwater, Mississippi, USA;70f6284d2a395396dbb3a60b4cf72ad4;1-f60045888fd4a00a2278c1faa9aa9501
;D;Lust for Life;;122;1956;1909-10-01;Everett Sloane;New York, New York, USA;70f6284d2a395396dbb3a60b4cfbdd3e;1-400f6a410d794968304e84313fbf1180
;L;Great Ziegfeld, The;;176;1936;1891-10-29;Fanny Brice;New York, New York, USA;70f6284d2a395396dbb3a60b4cfc2e5f;1-7571b6ac13bccb2e11719437d5e4b65c
;DW;Twelve O'Clock High;;132;1949;1903-11-07;Dean Jagger;Columbus Grove, Ohio, USA;70f6284d2a395396dbb3a60b4cf49e45;1-485b99c57a03b3349c31678b6893dfa4
;VD;Mutiny on the Bounty;;132;1935;1905-02-27;Franchot Tone;Niagara Falls, New York, USA;70f6284d2a395396dbb3a60b4cfcdae6;1-8b3839a9247ff9fc5bc939f075f7dede
;DT;Who's Afraid of Virginia Woolf?;;134;1966;1934-02-13;George Segal;Great Neck, Long Island, New York, USA;70f6284d2a395396dbb3a60b4cff5d0c;1-9def31293abf4161e1d76c4cf0a107ea
;L;Great Ziegfeld, The;;176;1936;1890-06-01;Frank Morgan;New York, New York, USA;70f6284d2a395396dbb3a60b4cfd163e;1-4b27da5d8b6b0fe30cc7e538a1e2f21c
;LR;American in Paris, An;;113;1951;1915-02-08;Georges Guetary;Alexandria, Egypt;70f6284d2a395396dbb3a60b4cff6a47;1-d07594e557516e28f5308fd777365e91
;VD;Mutiny on the Bounty;;132;1935;1907-03-31;Eddie Quillan;Philadelphia, Pennsylvania, USA;70f6284d2a395396dbb3a60b4cf8b08a;1-ed172afbbaf4e7f9b4c384115e1f8f40
;CDFYR;Miracle on 34th Street;;96;1947;1875-09-26;Edmund Gwenn;Vale of Glamorgan, Wales, UK;70f6284d2a395396dbb3a60b4cf8dcdd;1-d529515fad906f2bdf5dd3499b34132d
;ADL;In Old Chicago;;96;1937;1905-10-07;Andy Devine;Flagstaff, Arizona, USA;70f6284d2a395396dbb3a60b4ce4a6d0;1-c8cc0ec2cc0c63619386ac9b200b609a
;DR;Johnny Eager;;107;1942;1890-02-18;Edward Arnold;New York, New York, USA;70f6284d2a395396dbb3a60b4cf90fb5;1-846878622f1d0bfbe03345bda2bab529
;D;Alexis Zorbas;;142;1964;1934-02-17;Alan Bates;Allestree, Derbyshire, England, UK;70f6284d2a395396dbb3a60b4ce2d28d;1-dcc69f57e878dd1fb73b05de0018b6a8
;D;Morning Glory;;74;1933;1890-02-18;Adolphe Menjou;Pittsburgh, Pennsylvania, USA;70f6284d2a395396dbb3a60b4ce238ed;1-6d40c6e8308e84fcac9c074e5e72455a
;VCR;Tom Jones;;121;1963;1936-05-09;Albert Finney;Salford, Manchester, England, UK;70f6284d2a395396dbb3a60b4ce2f78c;1-5bca5eedf9a5c6a1b63bee5f493c8381
;D;Johnny Belinda;;102;1948;1900-12-06;Agnes Moorehead;Clinton, Massachusetts, USA;70f6284d2a395396dbb3a60b4ce26c8e;1-284da2fc72af1679d897502591a6b8d3
;DR;Seventh Heaven;;110;1927;1862-08-04;Albert Gran;Bergen, Norway;70f6284d2a395396dbb3a60b4ce3074f;1-0501f0cf9dab23da4b66e449eccc24d0
;DR;Rose Tattoo, The;;117;1955;1908-03-07;Anna Magnani;Rome, Latium, Italy;70f6284d2a395396dbb3a60b4ce57279;1-18305da7ae26a61d147fa416393e13cc
;MT;Gaslight;;114;1944;1925-10-16;Angela Lansbury;London, England, UK;70f6284d2a395396dbb3a60b4ce4c33e;1-f042b4696f827d33805e819b0e269db0
;ADL;In Old Chicago;;96;1937;1915-05-05;Alice Faye;New York, New York, USA;70f6284d2a395396dbb3a60b4ce3b3dd;1-a0741c50976b94e32449ba1ecd9a704c
;D;Dangerous;;79;1935;1863-07-25;Alison Skipworth;London, England, UK;70f6284d2a395396dbb3a60b4ce3d799;1-322d77aa94fc92ae08f7a333edc8b023
;ADL;In Old Chicago;;96;1937;1892-11-02;Alice Brady;New York, New York, USA;70f6284d2a395396dbb3a60b4ce39bc4;1-d9ff91d3a5855e61e9a22004b623c026
;L;Broadway Melody, The;;110;1929;1910-08-04;Anita Page;Flushing, New York, USA;70f6284d2a395396dbb3a60b4ce52fdc;1-e6c0cb4e031c7113abfeece2b5d24c3f
;DMR;Mildred Pierce;;111;1945;1928-08-16;Ann Blyth;Mount Kisco, New York, USA;70f6284d2a395396dbb3a60b4ce53677;1-e459da5971785ed5c559d7372fba350c
;D;Country Girl, The;;104;1954;1909-02-23;Anthony Ross;New York, New York, USA;70f6284d2a395396dbb3a60b4ce6840a;1-86b9590a605ea0fa6161b07b6064ec58
;DW;Ciociara, La;;100;1960;1916-10-21;Andrea Checchi;Florence, Tuscany, Italy;70f6284d2a395396dbb3a60b4ce4866c;1-2df6055b00b6932877adb585e80a0df9
;D;Razor's Edge, The;;146;1946;1923-05-07;Anne Baxter;Michigan City, Indiana, USA;70f6284d2a395396dbb3a60b4ce5bc22;1-c712a3d83fb697c7dcf2358c46716f52
;CDR;Roman Holiday;;118;1953;1929-05-04;Audrey Hepburn;Brussels, Belgium;70f6284d2a395396dbb3a60b4ce6ffbc;1-75ff8a291240fc7b25d6af8d836a4855
;D;Miracle Worker, The;;106;1962;1936-02-14;Andrew Prine;Jennings, Florida, USA;70f6284d2a395396dbb3a60b4ce49c34;1-42a26f75d070be658214d4067ef1b876
;CDR;Thousand Clowns, A;;118;1965;1935-07-25;Barbara Harris;Evanston, Illinois, USA;70f6284d2a395396dbb3a60b4ce74cbf;1-3e9ca77db8530b365e16a02dbcf47dd6
;ADRE;Stagecoach;;96;1939;1905-10-07;Andy Devine;Flagstaff, Arizona, USA;70f6284d2a395396dbb3a60b4ce4af48;1-03bf563d01bc80b3e906209d13e5adaf
;DR;Seventh Heaven;;110;1927;1894-12-17;David Butler;San Francisco, California, USA;70f6284d2a395396dbb3a60b4cf3c0c3;1-1f73d6c4c29b4ebe5b06f3bce94558fc
;CD;Going My Way;;130;1944;1888-03-10;Barry Fitzgerald;Dublin, Ireland;70f6284d2a395396dbb3a60b4ce7a6dd;1-5160f748ddc7b72877a23eef41f25b1c
;CD;Guess Who's Coming to Dinner;;108;1967;1920-07-12;Beah Richards;Vicksburg, Mississippi, USA;70f6284d2a395396dbb3a60b4ce7cb54;1-8f84e1e619b3bbe53d117e4a4ead58bf
;D;Story of Louis Pasteur, The;;87;1935;1915-01-09;Anita Louise;New York, New York, USA;70f6284d2a395396dbb3a60b4ce51cc9;1-0cea74632b8e71189c4b2732027a0670
;D;Elmer Gantry;;146;1960;1903-11-07;Dean Jagger;Columbus Grove, Ohio, USA;70f6284d2a395396dbb3a60b4cf4aa8f;1-4a99b4729abb7c7c9af7e5e5bf08a4e2
;DR;How Green Was My Valley;;118;1941;1913-01-02;Anna Lee;Igtham, Kent, England, UK;70f6284d2a395396dbb3a60b4ce56d8c;1-594e6c7e51aa929f5bede5e450a6054b
;VR;Anthony Adverse;;141;1936;1915-01-09;Anita Louise;New York, New York, USA;70f6284d2a395396dbb3a60b4ce528e5;1-3ab295d2d8d490a9f20dafbbe6e184db
